,Id,Sentiment,Instagram Comment Text,label,clean_teks
103,104,negative,LAH ELO ARTIS APAAN? PAPAN BLENYEK AJA BELAGU AMAT ARTIS APAAN KGA POPULER SAMA SEKALU HAHAHA,-1,elo artis papan blenyek belagu artis kga populer sekalu hahaha
104,105,negative,ANANG MUKA NYA KAYA BABIII GITU AJA DI DEMENIN JIJIKK,-1,anang muka kaya babiii gitu demenin jijikk
105,106,negative,"Kalau ga suka sama ayu ting ting ga usah separah itu dong ngejudge nya. Punya HATI dan OTAK kan? Dia juga manusia punya kekurangan dan juga punya kelebihan dan dia juga punya perasaan. Jadi jangan seenak nya menjudge orang seperti itu, kaya udah SEMPURNA AJA LO!  <USERNAME>",-1,suka ayu ting ting parah ngejudge hati otak manusia asa enak menjudge orang kaya udah sempurna lo
106,107,negative,"Ga pantes dipanggil ustad..org munafik ceramah sana sini org kelakuan sndr aja menzolimi istri sah nya dgn poligami diam2.kacian istri pertamanya,ga tw malu istri keduanya.. hadeh klo ada yg msh manggil dia bwt ceramah namanya bodo..",-1,pantes panggil ustad org munafik ceramah org laku sndr menzolimi istri sah dgn poligami diam kaci istri tw malu istri hadeh klo msh manggil bwt ceramah nama bodo
107,108,negative,Biadab!! Klo nanti anak lo di bully.. Gue mampusin ya!!!,-1,biadab klo anak lo bully gue mampusin
108,109,negative,"Dasar ANJING tuh cowok bukan org, berani sama cowok biasa one by one jangan sama yg lemah, dasar yah cowok2 jaman skrg, casing doank cowok, nyali nya lebih2 dari banci",-1,dasar anjing cowok org berani cowok one by one lemah dasar yah cowok jaman skrg casing doank cowok nyali banci
109,110,negative," <USERNAME> iya kasian si micin?? padahal perusahan produk micin mengiklan kan kalo masak ""tambahkan micin biar tambah sedap"" netizen menyudutkan mecin seolah semua kebodohan orang yg punya gangguan jiwa ngemil micin??#justiceformicin",-1,iya kasi si micin produk micin iklan kalo masak micin biar sedap netizen sudut mecin olah bodoh orang ganggu jiwa ngemil micin justiceformicin
110,111,negative,Wahh jngn2 ini Vidio lama...kok bajunya norak bngtt seorang ayuu...terlihat murahaan,-1,wahh jngn vidio baju norak bngtt orang ayuu lihat murahaan
111,112,negative, <USERNAME> bego lo ya,-1,bego lo
112,113,negative,Editan banget itu. Ya ampun si mommy lambe kehabisan gosib ya buat si pelakor ?????????,-1,edit banget ampun si mommy lambe habis gosib si pelakor
113,114,negative,yah admin nya termasuk golongan pengonsumsi mecin dan pil pcc.. otak lu rusak min?,-1,yah admin masuk golong konsumsi mecin pil pcc otak lu rusak min
114,115,negative,cuma org govlok yg prcya ayu slgkuh sma rafi.buktinya rafi sma gigi skrg baek2 aja..dan ktamu ayu itu pelakor?? SUAMI Siapa yg d rebut woyy?? skrg ayu punya suami?? fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok,-1,org govlok prcya ayu slgkuh sma rafi bukti rafi sma gigi skrg baek ktamu ayu pelakor suami d rebut woyy skrg ayu suami fikir pke otak mkanya jgn kbanyakan micin jdi govlok
115,116,negative, <USERNAME> hoy barisan sakit hati ?? jijikk banget.. fans billy mah ALHAMDULILLAH bgt billy putus sama manusiaa buluk ituu... itu yg ditunggu lama2 akhiry putus juga.. dan sekarang kobil jg jijik sama ni orang :v,-1,hoy baris sakit hati jijikk banget fans billy alhamdulillah bgt billy putus manusiaa buluk ituu tunggu akhiry putus kobil jijik ni orang v
116,117,negative,"MBA  <USERNAME> KALAU KAMU GAK NGERASA CINLOK SAMA BABANG ANTHONY TERUS KALIAN AWALNYA KETEMU DIMANA SIH? DI SINET BOY KAN? ALAH NGAKU AJAAA. BERARTI KAN MBA DUMANG CINLOK, JANGAN SOK2 BILANG GAK CINLOK ITU NAMANYA PEMBODOHAN . WAJAR DONG NETIZEN BILANG RATU CINLOK KENYATAAN EMANG YA KAN? JANGAN MARAH .... RESIKO JADI ARTIS HAHAHHAA PINTER2 YA MBA KALAU MAU CARI ALASAN HAHAHAHAHA",-1,mba ngerasa cinlok babang anthony ketemu sih set boy alah ngaku ajaaa arti mba dumang cinlok sok bilang cinlok nama bodoh wajar netizen bilang ratu cinlok nyata emang marah resiko artis hahahhaa pinter mba cari alas hahahahaha
117,118,negative," <USERNAME> Noh urus tu kuin lu, biar ga gatel nempel2 ama laki orng, masyarakat udh tau kali japok gundik janda gatel,udh kenyataan nya begtu KATANYA ANAK SHOLEHAH AGAMA NYA KUAT TAPI MATA KULIAH AGAMA CMA DPT 1,KATANYA AGAMA NYA KUAT TPI HAMIL DI LUAR",-1,noh urus tu kuin lu biar gatel nempel ama laki orng masyarakat udh tau kali japok gundik janda gatel udh nyata begtu anak sholehah agama kuat mata kuliah agama cma dpt agama kuat tpi hamil
118,119,negative," <USERNAME> bilang tu sama kuin lu, jangan gesek grepe ama lakik orng, ga malu apa udh hamil di luar nikah, kegatelan amat jadi janda",-1,bilang tu kuin lu gesek grepe ama lakik orng malu udh hamil nikah kegatelan janda
119,120,negative," <USERNAME> please lo jangan bela pelakor,ini semua hukuman untuk si muljem karna uda tega recut suami sahabat sendiri,dia lagi menjalani sanksi sosialnya!! kenapa valakor mesti dibenci?? karna biar ga ada valakor"" lainnya di Indonesia,biar musnah sem",-1,please lo bela pelakor hukum si muljem karna uda tega recut suami sahabat jalan sanksi sosial valakor mesti benci karna biar valakor indonesia biar musnah sem
120,121,negative,"NAJIS. INI BARU MUAKK, MENJIJIKAN, PELAKOR. JIJIK",-1,najis muakk jijik pelakor jijik
121,122,negative,Semoga pelakor2 kena karma dan semoga dapat karma yg meninggalkan istrinya yg bwrjuang dg dia dr nol tp setelah sukses selingkuh dan sok jd penguasa ke istri ya..,-1,moga pelakor kena karma moga karma tinggal istri bwrjuang dg dr nol sukses selingkuh sok kuasa istri
122,123,negative,Sedih ya skrg ngamen di kawinan org .. mantan istri mahhhh naik pesawat jet .. bhay pelakor n botakbego ??????,-1,sedih skrg ngamen kawin org mantan istri mahhhh pesawat jet bhay pelakor n botakbego
123,124,negative, <USERNAME> heeehh lo pelakornya yaaaakkk??? Ngapa lo jadi emosi??? Situuu kenal gw??? Kalo berani pake akun asli dong. Pantes pake akun bodong! Ngerebut laki orang juga diem2. ?????????? keceplosan yak pake aku bodong. Ngakak gueeee ?????????? lucu lo!,-1,heeehh lo pelakornya yaaaakkk ngapa lo emosi situuu kenal gw kalo berani pake akun asli pantes pake akun bodong ngerebut laki orang diem ceplos yak pake bodong ngakak gueeee lucu lo
124,125,negative,Wkwkwkwk udh gak laku lagi jd nyanyi dhajatan si lonte pelakor,-1,wkwkwkwk udh laku nyanyi dhajatan si lonte pelakor
125,126,negative," <USERNAME> wakakak banyak lah cerita kyk gituu, buat pembelajaran aja.. jgn sampe ni swamik swamik lebih milih ke pelakor drpd istri pertama. Bakalan hancuuurr bookk ga bohong deh. Bakalan kere bakalan kismin bakalan nyungsep. Emang yg ngatur rezeki tu tuha",-1,wakakak cerita kyk gituu ajar jgn sampe ni swamik swamik milih pelakor drpd istri hancuuurr bookk bohong deh kere kismin nyungsep emang ngatur rezeki tu tuha
126,127,negative,Ini cwenya yg bego apa cwonya yg pinter ya ?! Emg lakinya kaya ?! Atau macho atau apa gitu plus nya ? Kayanya cuma jago gombal ?? atau maennya gesit ?! Ulala #ngakakabis,-1,cwenya bego cwonya pinter emg laki kaya macho gitu plus kaya jago gombal maennya gesit ulala ngakakabis
127,128,negative, <USERNAME> kamu itu yg bodoh! Ngapain keluarga depok komen org yg gak ada artinya lagi buat mereka??. ..cuma kalian aja yg hidupnya gak bahagia yg suka menghujat orang dan hidup artis ayu terlalu berpengaruh buat kamu!!. Emang dasar kamu benci ayu..klo,-1,bodoh ngapain keluarga depok komen org arti hidup bahagia suka hujat orang hidup artis ayu pengaruh emang dasar benci ayu klo
128,129,negative, <USERNAME> saya mah lihat yg terlihat jelas.. bukan main prasangka kayak elu.elu itu haters kayak dukun...dukun titisan dajjal .. sok Pinter tapi otak kosong?????? sorry ye.. gue bala Nabi Muhammad yg percaya klo udh ditunjukkin 4 saksi Dan bukti.. klo,-1,lihat lihat main prasangka kayak elu elu haters kayak dukun dukun titis dajjal sok pinter otak kosong sorry ye gue bala nabi muhammad percaya klo udh ditunjukkin saksi bukti klo
129,130,negative,Mata ku sepet baca koment fans ubul empang ..minggir woy bikin rusuh aja nih jaer amis jijik sumpah.soal enji sm cewek lain ttp aja bala jaer nyampah bikin ribut .,-1,mata ku sepet baca koment fans ubul empang minggir woy bikin rusuh nih jaer amis jijik sumpah enji cewek ttp bala jaer nyampah bikin ribut
130,131,negative,"Ini siapa sih si enji, hartis kah ? Males banget jijik laki model beginian mah gak ada tanggung jwbnya. Ayu bunting di tinggalin anak gak di akuin, skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting yg seolah enji kangen anaknya. Najonggg jijik betoll.. Dah deh min gak usah di bahas lagi laki macam begini, hartis aja bukan gak ada panutan yg bisa di ambil  <USERNAME>",-1,sih si enji hart kah males banget jijik laki model tanggung jwbnya ayu bunting tinggalin anak akuin skrg anak udh nongol bilqis cantek eh sampek bini ngeposting olah enji kangen anak najonggg jijik betoll dah deh min bahas laki hart panutan ambil
131,132,negative," <USERNAME> bego nya lagi pede amat ngomong seolah yg dia bilang paling bener, padahal bukti aja kaga ada. Mau keliatan pinter jatohnya bego??",-1,bego pede ngomong olah bilang bener bukti kaga liat pinter jatohnya bego
132,133,negative,Yang pada bilang enji ganteng bebas slingkuh bego kali. Ganteng pala lu bau menyan. Gada ganteng ganteng nya. Kebanyakan gaya kek mantan bini depok nya.,-1,bilang enji ganteng bebas slingkuh bego kali ganteng pala lu bau menyan gada ganteng ganteng gaya kek mantan bini depok
133,134,negative,"Sebenarnye cocok enji sama att, sama sama GATEEEEL hahah pantesan si tongtong dipertemukan dgn enji, udh hukum alam klw jodoh kita cerminan diri kita, nah si entong hrsnya bekaca dgn masa lalu biar sadar tp teryata otak 1 M tetep mau di pertahankan jd skrg mlh menjadi jadi guatelnye, sama aja kek enji, hah",-1,sebenarnye cocok enji att gateeeel hahah pantesan si tongtong temu dgn enji udh hukum alam klw jodoh cermin si entong hrsnya bekaca dgn biar sadar teryata otak m tetep tahan skrg mlh guatelnye kek enji hah
134,135,negative," <USERNAME> oalaahhh,, semakin banyak aja pelakor ?? laki nya jg kegatelan, tp namanya laki ibarat kucing di ksh ikan jaer gratis ya kga nolak wkwkkwkw",-1,oalaahhh pelakor laki kegatelan nama laki kucing ksh ikan jaer gratis kga nolak wkwkkwkw
135,136,negative,"Begitulah laki2 ya sis, lebih suka pecun2 murahan, daripada prempuan baik2 berjilbab ato pintar. Enji2, kok downgrade sih? Dari pedangdut naik kelas prempuan berjilbab ehh milih sama pecun lagi.. jeleknya seleramu",-1,laki sis suka pecun murah prempuan jilbab ato pintar enji downgrade sih dangdut kelas prempuan jilbab ehh milih pecun jelek selera
136,137,negative,Motorninja aj songong amat mba org yg punya mobil lamborgini aj biasa wae kok ????????,-1,motorninja aj songong mba org mobil lamborgini aj wae
137,138,negative,GoBlOk ?????? gua nonton berkali≤ kaget juga ??,-1,goblok gua nonton kali kaget
138,139,negative,"Ga usa pake anjing, babi!! ?????? kalo gw bls gitu wkwk",-1,usa pake anjing babi kalo gw bls gitu wkwk
139,140,negative,Oh ini toh yang kemaren TIDAK MENGHARGAI KARYA ORANG DAN SEENAKNYA BILANG JELEK BANGET... Aduh itu penganten perempuan nya KEKENYANGAN yah... Ampe kembung gitu perut nya... #pepuraLuGU,-1,oh kemaren harga karya orang enak bilang jelek banget aduh penganten perempuan kenyang yah ampe kembung gitu perut pepuralugu
140,141,negative,"Dari awal percaya gimik Raffi gigi dn att...sehingga att peserta keluarga di hujad dn anak ny...di hujad ...semakin kesini penonton semakin di bodohin?? semakin publik tertuju mereka ??????yg kasihan para penghujad ....ga apa"" lah ayu ga ada di pesbukers biar dia ngeluarkn album"" baru single baru setelah para artis halan"" keluar nengri gimik"" apa lagi yoo",-1,percaya gimik raffi gigi dn att att keluarga hujad dn anak ny hujad kesini tonton bodohin publik tuju kasihan penghujad ayu pesbukers biar ngeluarkn album single artis nengri gimik yoo
141,142,negative,"Kalo bener gimmick, bodoh banget si ayu cuma demi rating n popularitas berani taruhin harga dirinya buat di nilai buruk oleh mata masyarakat ????",-1,kalo bener gimmick bodoh banget si ayu rating n popularitas berani taruhin harga nilai buruk mata masyarakat
142,143,negative,Susah otaknya diemvang mah bikin rusuh dilapak orang,-1,susah otak diemvang bikin rusuh lapak orang
143,144,negative,najiiisss kayak si mba dese ga gitu ajaaa. hahahahaha maling teriak maling. ngaca buuuuuk,-1,najiiisss kayak si mba dese gitu ajaaa hahahahaha maling teriak maling ngaca buuuuuk
144,145,negative, <USERNAME> IYAK KAA HAHAHAHAH geli bgt gasih sama att ih kampung abis:(((,-1,iyak kaa hahahahah geli bgt gasih att ih kampung abis
145,146,negative,"JOGETNYA BIKIN NGAKAKKK ANJIRRRR, KAMPUNGAN BANGET??????  <USERNAME>  <USERNAME>",-1,joget bikin ngakakkk anjirrrr kampung banget
146,147,negative,Bagus la gue berarti ada otak gak kayak lu malu maluin mak lu aja tong akun asli di pake tu yg namanya bego!  <USERNAME>,-1,bagus la gue arti otak kayak lu malu maluin mak lu tong akun asli pake tu nama bego
147,148,negative,"Yg bego mah elu, ibu mana sih yg mau ngasih contoh buruk ke anaknya , pake mata lo, emg ada di dugem bawa anak , bego sih -_- jaman udah texas , dan gue jamin dijaman anaknya jga pasti udh lebih texas . Selagi ga ngerugiin lo yaudah . Sewot banget .",-1,bego elu sih ngasih contoh buruk anak pake mata lo emg dugem bawa anak bego sih - - jaman udah texas gue jamin jam anak jga udh texas selagi ngerugiin lo yaudah sewot banget
148,149,negative,"Si wanita jahiliyah.. Lesbi , skrg udh py pacar lg. Kasian anaknya. Kmrn di ksh bencana slnya dia tega misahin anak dr bapak nya, dia ktakutan anak nya masuk islam pdhl bp nya g prnh nuntut anaknya memeluk islam. Udh di ksh nikmat anak 3 org, msh aja begajulan.",-1,si wanita jahiliyah lesbi skrg udh py pacar lg kasi anak kmrn ksh bencana slnya tega misahin anak dr ktakutan anak masuk islam pdhl bp g prnh nuntut anak peluk islam udh ksh nikmat anak org msh begajulan
149,150,negative, <USERNAME> gw tanya. Emang kador artis beneran? Komen lo tolol sumpah. Masa harus kenal dia buat nilai dia artis atau bukan. Hahaha semua org indo jg pasti setuju kalo kador bukan artis tp cuma celebgram dr kampung. Lo tau kan bedanya artis dg selebgra,-1,gw emang kador artis beneran komen lo tolol sumpah kenal nilai artis hahaha org indo tuju kalo kador artis celebgram dr kampung lo tau beda artis dg selebgra
150,151,negative, <USERNAME> hahahaaaa trs gue tanya. Lo tolol? PAke nanya kador bencong atau ngga padahal blm kenal wkwkwkwkw. Eh semua org jg bisa nilai si kador bencong beneran dr gerak gerik melambay suara ngondek dan pake baju cewek begitu nyaman. Mana ada cowok tu,-1,hahahaaaa trs gue lo tolol pake nanya kador bencong ngga blm kenal wkwkwkwkw eh org nilai si kador bencong beneran dr gerak gerik melambay suara ngondek pake baju cewek nyaman cowok tu
151,152,negative," <USERNAME> maklumin shaaay... Fans gatis keras itu otaknya bebel, realita seperti apa jg ga bakalan dia terima... Seperti halnya nagita itu artis uda dr jaman dia kecil eh di bilang numpang tenar ke rapi mamad,pdhl kan yg jadiin si mamad gede y PH n",-1,maklumin shaaay fans gatis keras otak bebel realita terima nagita artis uda dr jaman eh bilang numpang tenar rapi mamad pdhl jadiin si mamad gede y ph n
152,153,negative, <USERNAME>.bee idih najong lu tag2 org! Nimbrung aja kek mujaer lo! Dia ga bakal terkenal klo ga bawa2 nama ayu ting ting sm nagita! Duh bego dipiara! Kesian,-1,bee idih najong lu tag org nimbrung kek mujaer lo kenal klo bawa nama ayu ting ting nagita duh bego piara kesi
153,154,negative,"langsung saja bilang siapa yg di maksud, klu gini namanya MUNAFIK!",-1,langsung bilang maksud klu gin nama munafik
154,155,negative,"Jedar emg muka 2 kali, didepan baik, dibelakang busuk, mulutnya kek banci cucoklah 2 banci tu",-1,jedar emg muka kali busuk mulut kek banci cucoklah banci tu
155,156,negative,AMIT AMIT DEH ORANG JAHAT... PENJILAT PEMBOHONG PELAKOR JIJIK BANGET,-1,amit amit deh orang jahat jilat bohong pelakor jijik banget
156,157,negative,"Wkwkwkwk... Ya Allah ya Tuhan ku knp lah org2 munafik ni tp sok suci, mulan jamela kan ayu ting2 ngikuti jejak a bukan? Wkwkwk  <USERNAME>",-1,wkwkwkwk allah tuhan ku knp org munafik ni sok suci mulan jamela ayu ting ngikuti jejak a wkwkwk
157,158,negative,"Dlu si pelakor ini yg sombong krn brhasil dapetin si botak smpe mnceraikan bunda maya,skrg hdp ny mkin anjlok malah bunda maya yg sring jelong2 kluarnegri..??????",-1,dlu si pelakor sombong krn brhasil dapetin si botak smpe mnceraikan bunda maya skrg hdp ny mkin anjlok bunda maya sring jelong kluarnegri
158,159,negative,Hahhahaha dan sesungguhnya allah swt melaknat wanita perebut dan pezina dengan suami sah oranglain ????????,-1,hahhahaha sungguh allah swt laknat wanita rebut zina suami sah oranglain
159,160,negative,"@w.lina2706 hemmmm capekmiskin sist, skrg blik kere lg jd artis jg g laku, dah lah karma tu pasti ada...  <USERNAME> dr pada sirik nyinyirin nyonya, tuh bantuin jualan cireng nya tuh, cilok nya tuh untunnya buat liburan monaco, jangan bromo trus",-1,w lina hemmmm capekmiskin sist skrg blik kere lg artis g laku dah karma tu dr sirik nyinyirin nyonya bantuin jual cireng cilok untun libur monaco bromo trus
160,161,negative,Kepo juga sm nyonyiah lu jongos  <USERNAME> emng tetehlu pas hamil peak udeh dinikahin ?? Brojol anak br di sirih EMNG LONTEEEEE kelas akun jamahliur dan junjungan hehe ??????,-1,kepo nyonyiah lu jongos emng tetehlu pas hamil peak udeh dinikahin brojol anak br sirih emng lonteeeee kelas akun jamahliur junjung hehe
161,162,negative,"Eh jongos cba gue duluan yg nanya sm lu .. emng nyonyiah ada gembar gembor udah nikah.. adakah nyonyiah ngaku udeh nikah ???? Dr pada tetehlu yg lonte perek itu tiba"" brojol dan ngaku nikah siri sm laki nyonyiah dan hamidun sapeak anak ilegal dibilng FITNA KEJI haha lonte menolak lupa xixix ??????  <USERNAME>",-1,eh jongos cba gue duluan nanya lu emng nyonyiah gembar gembor udah nikah nyonyiah ngaku udeh nikah dr tetehlu lonte perek brojol ngaku nikah siri laki nyonyiah hamidun sapeak anak ilegal dibilng fitna keji haha lonte tolak lupa xixix
162,163,negative," <USERNAME> sini gua jawab currr ya bunmai sdh pernah nikah Tp sekarang janda dia janda karena suami nya di rampas Mulan jameela,menjijikkan banget ya Mulan jameela sblm rmh tangga bunmai hancur sdh berani bilang Dani suami bersama aduha udh wanita be",-1,gua currr bunmai sdh nikah janda janda suami rampas mulan jameela jijik banget mulan jameela sblm rmh tangga bunmai hancur sdh berani bilang suami aduha udh wanita be
163,164,negative,"@w.lina2706  <USERNAME> lucu aja ya sist, lonte di bela2 mati2an... Guoblok di pelihara, di bayar berapa gt sama muljamban, sampe bikin account  <USERNAME> mau maia nikah atau blm nikah apa urusan situ, kelihatan nyinyirnya sirik nya. Sekarang balik",-1,w lina lucu sist lonte bela mati guoblok pelihara bayar gt muljamban sampe bikin account maia nikah blm nikah urus situ lihat nyinyir sirik
164,165,negative,"Yaela muljem kyak stu bner aja. Gag inget apa udh ngrusak kbhagian klwrga org. Bego d prtahanin y gini ini,",-1,yaela muljem kyak stu bner gag inget udh ngrusak kbhagian klwrga org bego d prtahanin y gin
165,166,negative,Banyak lakik doyan banci! Jadi banci & kawinin banci.... jijik!,-1,lakik doyan banci banci kawinin banci jijik
166,167,negative," <USERNAME> itu comment yg tidak anda lihat, ada brp banyak. Jangan jadi pengguna medsos yg bodoh jangan asal bunyi. Situ sehat pakai hijab masi nyinyir aja??",-1,comment lihat brp medsos bodoh bunyi situ sehat pakai hijab mas nyinyir
167,168,negative," <USERNAME> malu tuh sama kerudung kamu sayang, sama ibadah nya. Sholat aja drpd nyinyirin org dandanan udh sok suci mulut nya kaya sampah??",-1,malu kerudung sayang ibadah sholat drpd nyinyirin org dandan udh sok suci mulut kaya sampah
168,169,negative," <USERNAME> tolong di baca arti dr comment saya, udah kerdus+bodoh lg bilangin org tua nya besok kalo masak jangan pakai mecin, jd udah kerdungab ga sesuai mulut. Besok makan salmon kalo g mampu besok aku tak deliv ke rumahmu .",-1,tolong baca arti dr comment udah kerdus bodoh lg bilangin org tua besok kalo masak pakai mecin udah kerdungab sesuai mulut besok makan salmon kalo g besok deliv rumah
169,170,negative,"Maaf mukanya jelek terus attitude nya buruk,,spesialis plagiat,,dan ketauan pula ,,,",-1,maaf muka jelek attitude buruk spesialis plagiat tau
170,171,negative,"ini orang otaknya ga pernah di sekolahin ya? itu resiko ketika udah upload sesuatu di sosmed, ya pasti bakal dapet perbincangan dari netizen. public figure kok ga ada otaknya.",-1,orang otak sekolahin resiko udah upload sosmed dapet bincang netizen public figure otak
171,172,negative,Artis kampungan wkwk,-1,artis kampung wkwk
172,173,negative,"Iyaaa gue pernah pacaran? Udah nikah malah, tapi gak seNORAK eloo.. Gak risih emang? Jgn asal aplod, Perhatiin followers lu yg lumayan banyak itu, tar kebawa norak.",-1,iyaaa gue pacar udah nikah norak eloo risih emang jgn aplod perhatiin followers lu lumayan tar bawa norak
173,174,negative,y ampun pnyanyi dangdut kurang tenar songong bangt BACOTNYA ??pngn nyari sensasi tapi kmpungan bangt deh amit amit bool ko d instastory,-1,y ampun pnyanyi dangdut tenar songong bangt bacot pngn nyari sensasi kmpungan bangt deh amit amit bool ko d instastory
174,175,negative,Waaaaoooo..sopan sekali.. bahasami menunjukkan kelasmu !!! Heeeehh.. yg repot ama hidup lu siapahh ?? Elu live nampilin hal2 gak penting..yg nggilanikk.. menjijikkan..diliat org banyak.. ya pantes lah dikomen..klo gak mw dikomen videoin pribadi aja.. nonton sendiri lu ama kluarga lu di rmh.. nambah lagi niy ertong yg gak pny attutude!! Kampungan!!,-1,waaaaoooo sopan bahasami kelas heeeehh repot ama hidup lu siapahh elu live nampilin nggilanikk jijik liat org pantes dikomen klo mw dikomen videoin pribadi nonton lu ama kluarga lu rmh nambah niy ertong pny attutude kampung
175,176,negative,"Norak sih,kayak ga ada malunya.kl dia bilang terserah dia,ya udah,simpan fotonya.gak perlu dibagi kesemua orang.lah ini dipamer kemana,resikolah dinyinyiri orang.Insecure banget,kudu ya pamer2 gitu biar semua orang ngerti kl si mbaknya udh py pacar yg bisa dipamer2 pantatnya?Kampung bgt",-1,norak sih kayak malu kl bilang serah udah simpan foto orang pamer resiko nyinyir orang insecure banget kudu pamer gitu biar orang ngerti kl si mbak udh py pacar pamer pantat kampung bgt
176,177,negative,Koq marah sehhh???dasar wanita kampungan...??,-1,koq marah sehhh dasar wanita kampung
177,178,negative,Kampungan.... Artis yg numpang tenar gara2 mukanya mirip Katy Perry doangÖ,-1,kampung artis numpang tenar gara muka katy perry doang
178,179,negative,Susah kalo artis kampung,-1,susah kalo artis kampung
179,180,negative,"Ah min, gue lama2 gak suka sama akun ini nih! Berita nya basi! Lo liat dong min.. itu si kellen sama amora lagi dateng.. pake ikut jingkrak2 kok!! Lo saring dulu dong min.. biar berita nya gak blunder.. lo posting juga tu KD udah posting videon kellen ma amora lagi joget2 ma si arsya arsyi!!",-1,ah min gue suka akun nih berita basi lo liat min si kellen amora dateng pake jingkrak lo saring min biar berita blunder lo posting tu kd udah posting videon kellen ma amora joget ma si arsya arsyi
180,181,negative," <USERNAME> iya""km bening, kelewat bening jadi buluk kan ya mbak ?? mbaknya baru nelen apasih komen kaya gini? Apa baru kesurupan ?",-1,iya km bening bening buluk mbak mbak nelen apasih komen kaya gin surup
181,182,negative,"kita sekeluarga sangat ngefans dan kagum lihat  <USERNAME> semua nya deh.tapi lihat anak nya yg jelek,buluk kan.  <USERNAME>.hermansyah  <USERNAME> kutuk kan apa yg menimpa bunda KD untung Allah swt sudah menggantikan amora dan adik nya.gemezzzzzzz lihat nya cocok banget jadi Anak artis se class bunda KD ??????",-1,keluarga ngefans kagum lihat deh lihat anak jelek buluk hermansyah kutuk timpa bunda kd untung allah swt ganti amora adik gemezzzzzzz lihat cocok banget anak artis class bunda kd
182,183,negative,Emang dasar si anak nya aja yg lebay....urusan pribadi di umbar..biar di blow up... hadehh..gunanya whatsapp sms or telp buat apa..suka aneh....,-1,emang dasar si anak lebay urus pribadi umbar biar blow up hadehh whatsapp sms or telp suka aneh
183,184,negative,"Coba liat bibir mu sayang, seperti pantat ayam. Wajah mu bulukan seperti kentut?? perfectoooo?",-1,coba liat bibir mu sayang pantat ayam wajah mu bulu kentut perfectoooo
184,185,negative,Gagal fokus dengar suaranya.. koq jengkel ya dengernya... sorry cuman manusia biasa kalo jengkel????,-1,gagal fokus dengar suara koq jengkel dengernya sorry cuman manusia kalo jengkel
185,186,negative,"Muljem ngomong gak jelas blepotan, gak nyadar mau idup enak aja pake rebut laki orang dulu",-1,muljem ngomong blepot nyadar idup enak pake rebut laki orang
186,187,negative,??lucu ya si yg bikin kata2.bawa2 Tuhan.kalau dah kepepet. Masa dia ga tau ibarat apa org yg merusak rumah tangga org.ibarat merobohkan bangunan masjid mbak nya.bayangin aja seberapa besar nya dosa mu.nasi dah jdi bubur mba nya moga bisa bahagia di dunia.??,-1,lucu si bikin bawa tuhan dah pepet tau org rusak rumah tangga org roboh bangun masjid mbak bayangin dosa mu nasi dah jdi bubur mba moga bahagia dunia
187,188,negative,Iyah bener. Tidak Akan merubah pandangan Tuhan terhadap Kita. Terutama elu Setan!! Makanya mikirrrr.. suami majikan kok diembat!!,-1,iyah bener rubah pandang tuhan hadap utama elu setan mikirrrr suami majikan embat
188,189,negative,Gilingan mulan jalang lg kasih ceramah. Hahahaha . dasar cireng gak tau diri gak pernah ngaca. Si cireng lg ceramah sok2 kyk pahlawan kesiangan biar bisa berteman ama sekuter kyk selpii ini.,-1,giling mulan jalang lg kasih ceramah hahahaha dasar cireng tau ngaca si cireng lg ceramah sok kyk pahlawan siang biar teman ama ter kyk selpii
189,190,negative,"Ya pandangan Tuhan terhadap lo juga jelek sih gue rasa, dikira perebut suami orang tuh mulia apa dimata Tuhan?????????",-1,pandang tuhan hadap lo jelek sih gue rebut suami orang mulia mata tuhan
190,191,negative,"Karna sejatinya kau adalah setan berwujud manusia ,,karna pekerjaan setan ya menggoda manusia ????",-1,karna sejati kau setan wujud manusia karna kerja setan goda manusia
191,192,negative,Pernah ngga mba  <USERNAME> baca ada netizen yg nyesel ga bs nimpuk telor ke si mulan..gw aja ketawa bacanya krn terwakili. Ya ngapain buang2 wktu ketemu orang gak mutu dng si mulan...msh untung nyempet2in bs nuli? disini biar nyadar tuh pelakor ga punya harga diri. Mending ketemu org baik2 spt bunmai...ketularan aura positifnya.,-1,ngga mba baca netizen nyesel bs nimpuk telor si mulan gw ketawa baca krn wakil ngapain buang wktu ketemu orang mutu dng si mulan msh untung nyempetin bs nuli biar nyadar pelakor harga mending ketemu org spt bunmai tular aura positif
192,193,negative,Editanx paraaaahh...oplas aj laaah nyai drpd ngedit2 gn hahaa kn maluuu,-1,editanx paraaaahh oplas aj laaah nyai drpd ngedit gn hahaa kn maluuu
193,194,negative,"jelek,lecek,bantet ??????",-1,jelek lecek bantet
194,195,negative,Gini amat pengen tenar ya ampuuun...malu kalo jadi anaknya yah kasian,-1,gin ken tenar ampuuun malu kalo anak yah kasi
195,196,negative,"Heran gw mak  <USERNAME> knp dia masih aja di pake ma AN*V di pesbu**r. Kasus ny bederet, skandal bertubi2.... Gk ada malu ny ?? muka tembok ?? sangat gak ada faedah ny nonton acara yg ada si manusia kardus ini ??",-1,heran gw mak knp pake ma an v pesbu r ny bederet skandal tubi gk malu ny muka tembok faedah ny nonton acara si manusia kardus
